 Mean of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve,is_pulsar
128.265625,-0.222835792,3.300167224,18.90884753,0
110.2890625,-0.109980092,1.778428094,13.09070119,0
118.5703125,0.011623829,1.977424749,15.51287065,0
136.9375,-0.007450342,2.58361204,18.63145107,0
106.265625,1.121193488,0.673913043,9.85695458,0
119.5,0.395791052,1.078595318,12.91406547,0
119.8984375,-0.481814249,2.530936455,18.43518555,0
87.25,1.343421367,2.722408027,16.88040362,0
137.109375,-0.580171595,2.321906355,14.27205405,0
139.6171875,0.598908382,1.347826087,12.55194239,0
130.703125,0.006931417,2.364548495,17.83389207,0
25.9765625,27.61179429,59.46070234,66.25276642,1
127.359375,-0.749947946,2.192307692,13.80089454,0
108.3515625,1.140288415,10.75250836,41.25567502,0
124.53125,0.259115055,4.403846154,25.72071414,0
111.09375,-0.510287132,6.637959866,31.18659771,0
140.2578125,0.903789591,2.528428094,16.79688898,0
114.0078125,-0.077064869,0.715719064,9.451130442,0
119.8828125,-0.631225444,1.87541806,13.94010232,0
13.546875,48.33985375,91.29013378,69.05636254,1
115.2578125,0.258854879,108.9774247,83.68040407,0
129.03125,-0.31064508,5.816053512,24.28164473,0
135.4765625,0.077817506,3.060200669,25.11591298,0
122.7421875,-0.045095038,60.04264214,80.65841527,0
139.5625,0.073556667,2.006688963,13.81143758,0
119.265625,0.883343133,2.224916388,18.52740214,0
111.890625,0.271642564,1.584448161,14.50344414,0
129.796875,-0.037088762,0.317725753,8.205617631,0
140.1484375,1.065385728,2.662207358,14.66811013,0
107.1484375,0.799565334,2.18812709,15.24758524,0
133.7265625,0.226865865,2.345317726,18.83541601,0
97.2734375,-0.193731295,188.2959866,80.17743294,0
117.4765625,0.564448044,4.206521739,23.11838786,0
139.1171875,-0.734329989,2.08361204,12.43079972,0
110.1328125,-0.12029911,5.717391304,24.49920616,0
119.296875,-0.190084452,48.87876254,56.34213317,0
101.0859375,-0.336557474,1.981605351,14.09717812,0
118.7265625,-0.328961814,4.010033445,20.49459264,0
96.578125,0.258925947,3.545986622,20.27834056,0
111.8515625,-0.071052486,0.836120401,10.32967766,0
112.3046875,2.026089747,41.23244147,76.31848523,1
106.6328125,-0.268227219,3.327759197,17.66881117,0
138.5,-0.146276763,9.009197324,41.72922849,0
58.015625,9.184122277,22.63294314,53.90701661,1
124.90625,-0.374934811,6.331103679,30.8116362,0
109.59375,0.508382275,6.484949833,30.49528075,0
111.5625,-0.207810348,1.637123746,15.78297927,0
99.046875,1.42440483,1.182274247,11.20738917,0
94.5546875,1.53300253,1.030100334,11.61185663,0
127.84375,-0.474777219,2.462374582,16.06324527,0
92.6953125,2.51080457,3.170568562,17.72535748,0
139.0234375,-0.04775514,4.163879599,21.26339593,0
95.078125,1.80376066,3.413879599,20.04576974,0
83.234375,1.299614883,1.268394649,14.01632008,0
99.8203125,0.165562285,2.24916388,13.10128249,0
103.3828125,0.308591935,2.470735786,18.52400539,0
109.75,-0.064933566,3.307692308,18.15173802,0
117.3671875,-0.248495839,17.48327759,51.00093993,0
123.3828125,0.54480782,0.643812709,10.04489355,0
19.4140625,22.17394704,16.5777592,40.84932105,1
112.71875,-0.528097168,9.5409699,34.32455015,0
119.046875,0.003234809,6.030936455,26.28951645,0
114.609375,0.64372653,3.701505017,25.60597425,0
126.75,0.634030622,2.076086957,14.33486512,0
133.21875,-0.010261929,3.230769231,17.2609402,0
119.9765625,-0.306004071,2.060200669,17.87446156,0
87.7421875,3.106050368,7.244983278,34.34934168,0
116.1328125,0.470200519,1.824414716,12.28388859,0
124.2578125,-0.300057822,1.453177258,13.89534395,0
132.4765625,0.133495949,3.496655518,23.12867501,0
108.5546875,3.607331475,2.197324415,12.69600283,0
137.515625,-0.261156629,3.14632107,16.86775718,0
113.1640625,0.729680857,6.806020067,31.62493138,0
117.5078125,-0.129192,2.27006689,15.3923538,0
109.7734375,-1.018931534,45.18060201,87.11576405,0
114.046875,-0.390970697,2.933110368,21.07544675,0
125.609375,-0.091361223,18.42809365,52.28380246,0
97.4453125,0.503881706,13.65133779,47.183106,0
134.0546875,-0.352021125,2.983277592,19.87872229,0
48,14.97328566,69.98076923,62.08698018,1
112.8359375,0.125849601,0.650501672,8.776675044,0
29.84375,32.10654285,31.590301,59.16753358,1
151.609375,0.266983591,1.391304348,13.97450107,0
109.78125,-0.056495178,2.348662207,16.80464201,0
127.8203125,-0.251193786,3.826086957,17.4960059,0
120.578125,-0.470178049,2.597826087,18.64129703,0
102.8671875,-0.527126579,2.190635452,14.67674357,0
115.6328125,-0.501546315,3.532608696,20.44357043,0
131.953125,-0.179173397,0.821906355,10.38961189,0
132.53125,-0.520452982,1.121237458,11.69903451,0
98.5859375,0.565669745,2.252508361,18.11228778,0
91.59375,-0.101055003,2.293478261,19.89235221,0
120.03125,-0.273868229,27.23411371,66.51294571,0
148.953125,1.410282247,8.819397993,36.88222453,0
52.171875,7.997387909,51.67307692,73.10242261,1
84.515625,2.029642187,0.782608696,9.177617379,0
52.6640625,8.20455622,28.45568562,59.5971471,1
111.5625,0.574104412,1.281772575,13.76650856,0
114.0703125,0.190307659,2.142976589,16.98712258,0
119.5234375,0.241343794,2.04264214,15.35866693,0
129.828125,-0.168991588,2.610367893,19.14118534,0
101.53125,0.474592816,6.025083612,36.3838148,0
100.1953125,1.493755352,0.428093645,8.526606796,0
113.734375,-0.178620369,1.456521739,12.23059992,0
121.2578125,0.287192673,1.617892977,13.29144547,0
117.875,-0.415874652,2.637959866,15.8032488,0
130.7109375,0.048930664,2.128762542,13.61585278,0
127,0.651678528,2.632943144,15.09695151,0
119.140625,-0.98606498,90.9506689,87.70049218,0
131.921875,-0.144523124,0.857859532,11.83589843,0
125.453125,-0.498523614,1.568561873,17.26774638,0
127.3984375,-0.139715119,3.72826087,19.45741179,0
75.8125,3.116579971,134.4874582,86.85156682,1
143.90625,-0.341686991,4.823578595,25.03829467,0
153.4921875,1.023514415,7.142140468,36.80298533,0
120.4921875,-0.361319068,3.43645485,24.37475959,0
154.1015625,-0.59257789,85.97575251,76.64814659,0
126.4296875,-0.329968185,5.454849498,25.31788801,0
109.1640625,0.224934584,2.682274247,17.15118843,0
106.6640625,0.335119248,1.75,14.47672131,0
109.875,1.572725618,1.067725753,14.00034383,0
114.1484375,-0.000584738,9.346153846,38.22321228,1
90.0703125,0.83413215,1.100334448,12.16456144,0
135.984375,0.370917933,3.775083612,20.53027167,0
123.953125,-0.387964838,1.760869565,13.04307274,0
60.71875,8.663949457,17.06856187,48.22508869,1
122.3828125,-0.713314903,0.760869565,11.1326604,0
110.375,0.216369836,1.626254181,13.45150884,0
135.046875,-0.511451044,2.286789298,17.26995553,0
123.5,-0.094719632,1.595317726,15.09064401,0
116.8359375,-0.021364361,2.738294314,17.27524294,1
73.4140625,1.671033122,2.77006689,16.24817377,0
115.296875,-0.2408029,4.159698997,22.99764597,0
127.5625,-0.25223712,3.60367893,25.4167298,0
128.359375,-0.453308099,1.925585284,13.25711701,0
120.8828125,-0.521834801,30.33277592,62.78061789,0
102.2578125,0.669608585,2.234949833,14.33448315,0
125.28125,-0.798099912,3.051839465,20.6181396,0
122.96875,-0.029383355,2.571906355,16.45020906,0
101.3359375,0.572627591,4.85451505,26.99019216,1
136,0.912870738,0.974080268,11.7643457,0
127.9375,1.360213779,2.454849498,17.03460382,0
90.90625,0.261256327,3.706521739,18.08212381,0
121.1015625,-0.549415213,2.299331104,18.32635307,0
126.0703125,-0.319117956,13.19816054,40.21202207,0
130.0546875,-0.25009962,2.637959866,15.95987435,0
86.4375,1.238436022,1.939799331,15.79264852,0
119.234375,-0.611059762,33.72408027,69.05211634,0
132.796875,0.460378953,2.398829431,15.3222017,0
139.9921875,-0.074546491,5.095317726,28.51891841,0
112.375,0.213193492,3.47826087,20.60900611,0
113.3125,-0.170023533,3.298494983,17.72967859,0
64.546875,8.725899465,74.34615385,88.4348422,1
118.3046875,-0.070373954,9.404682274,39.802608,0
145.25,-0.411388492,5.841137124,30.47458802,0
83.171875,0.441724742,0.494147157,9.067701467,0
126.0703125,0.749135248,2.556856187,17.85577518,0
131.3671875,-0.775475957,2.463210702,16.3094393,0
146.5859375,0.28423767,3.487458194,18.71880486,0
112.0859375,-0.056640279,2.79180602,19.15709479,0
63.609375,11.79733027,16.27675585,52.56201461,1
128.4921875,-0.652397872,24.37040134,63.53372496,0
111.265625,0.287674652,3.309364548,21.67573307,0
144.703125,0.481418392,2.809364548,17.19936549,0
138.9765625,0.334451282,3.218227425,22.13798402,0
116.875,0.736445089,2.951505017,21.0436556,0
133.5546875,-0.370935542,1.227424749,13.87184959,0
104.9140625,1.915523631,0.975752508,12.29875788,0
64.921875,6.430964285,1.722408027,13.96184,0
84.46875,2.010289024,3.584448161,19.4143878,0
124.6953125,-0.228825488,2.942307692,20.03940556,0
146.4140625,-0.297829265,98.15635452,85.14129394,0
134.84375,-0.661098806,2.62541806,17.58073083,0
115.4296875,-0.351237035,1.607859532,13.92217638,0
132.1171875,-0.189771142,122.0334448,73.24224857,0
105.1171875,0.878058377,4.283444816,23.96731526,0
113.2578125,0.351150989,1.386287625,13.69030169,0
98.40625,-0.158078573,3.683946488,23.99659486,0
111.15625,0.595763723,7.036789298,33.37839684,0
103.15625,0.787539805,2.357023411,14.36308183,0
108.1796875,0.017054492,2.530100334,14.08027381,0
117.3984375,-0.048566182,2.097826087,14.15553694,0
115.6796875,-0.010645787,0.690635452,11.05601182,0
94.7734375,0.438904455,12.72826087,46.58635206,1
97.4921875,0.695864942,5.37541806,30.41868426,0
119.203125,-1.20426892,13.2458194,50.69572595,0
103.171875,0.437705044,1.456521739,14.80810191,0
97.8515625,1.151478349,2.72993311,17.05405944,0
103.4375,0.151729904,7.084448161,31.70701566,0
110.1015625,1.365198552,12.4632107,46.49885262,0
110.6875,0.246588246,7.668060201,30.56687416,0
122.7421875,-0.401371388,2.467391304,17.04483877,0
123.1953125,-0.270929637,3.311036789,23.31133429,0
100.375,-0.101072953,8.602006689,37.63004825,0
133.2109375,-0.236298168,5.580267559,26.14126299,0
126.328125,-0.097100568,2.900501672,17.71842096,0
133.75,-0.18065522,20.17140468,55.13984852,0
72.0546875,5.55712166,12.61622074,42.82000171,1
112.1640625,-0.215785963,2.193979933,13.35610155,0
110.46875,-0.008498042,2.255016722,15.4067814,0
128.15625,0.093848442,2.799331104,15.98493855,0
90.4453125,1.392000315,2.066053512,12.49681504,0
128.140625,-0.176243453,1.731605351,13.18782647,0
107.4296875,0.587693049,2.829431438,19.25904218,0
92.8828125,1.866932787,2.43812709,19.10620776,0
129.5,0.362446585,6.180602007,28.66545282,0
131.84375,0.033293013,4.074414716,22.22965375,0
95.25,1.560238426,0.903010033,12.3529054,0
118.28125,0.018270221,1.693143813,12.7884898,0
106.1875,0.943613805,3.961538462,22.37533712,0
84.078125,2.951154461,2.566889632,18.62460632,0
139.421875,0.301616186,31.55351171,67.98361729,0
88.078125,2.944674404,0.922240803,13.30142474,0
96.984375,0.548897636,7.774247492,33.21802719,0
118.34375,-0.069665893,2.142140468,19.37643804,0
136.6640625,-0.492522577,4.382107023,24.80536908,0
13.2265625,33.34287139,143.1722408,63.896188,1
105.84375,0.269248569,1.299331104,13.31672445,0
107.1796875,-0.636801803,2.611204013,18.80177823,0
128.515625,-0.601940516,119.6981605,76.31608949,0
116.3671875,0.052723225,2.483277592,19.03632915,0
120.46875,0.191264702,2.091137124,15.8869087,0
93.734375,0.207748361,24.38879599,56.34158994,0
105.3671875,0.274223887,6.287625418,33.41443244,1
123.8359375,-0.379819929,4.551839465,27.01730193,0
130.2890625,0.141725358,3.482441472,21.71987652,0
112.3125,0.653352827,1.22909699,14.19487011,0
112.0703125,-0.095945388,1.93729097,13.36183781,0
143.7578125,-0.566504227,1.818561873,13.14409553,0
116.015625,-0.017700145,1.60451505,11.14835859,0
130.5703125,-0.294696858,1.7090301,11.46474684,0
111.6953125,-0.397469323,2.305183946,17.4192261,0
101.8125,0.815943772,3.168060201,19.89347089,0
113.0546875,0.729326602,1.235785953,14.6368387,0
145.65625,0.510870775,2.244147157,14.26618394,0
108.53125,-0.414389038,1.876254181,13.34297022,0
98.9921875,0.361049546,1.950668896,15.84878611,0
100.9296875,0.726115686,2.273411371,14.58648509,0
105.2421875,0.353847117,1.099498328,13.77170405,0
112.3125,-0.378226218,3.923913043,22.33374241,0
123.0703125,0.131765272,4.898829431,29.0695274,0
102.96875,1.267424821,2.421404682,15.63402547,0
46.28125,20.16571328,30.2416388,61.26358403,1
133.921875,-0.929852294,179.2458194,48.15338968,0
114.90625,-0.135072147,1.826923077,16.451133,0
115.125,0.679510777,4.814381271,25.78112128,0
175.5234375,1.948663462,169.7316054,81.28118566,0
128.1171875,-0.406188468,4.513377926,22.08627023,0
124.21875,0.273995298,1.394648829,13.72196826,0
67.8046875,9.926355911,23.81856187,59.16786129,1
84.9765625,3.491478115,2.244147157,14.41747097,0
131.8125,0.200662927,4.120401338,21.35338636,0
137.0859375,-0.171750769,6.573578595,31.47219037,0
93.4140625,2.269114346,4.013377926,25.74157306,1
120.46875,0.40191584,1.464046823,12.20948196,0
98.7421875,1.180475458,4.912207358,26.03984248,0
123.9453125,-0.272137444,2.498327759,13.79584169,0
98.171875,0.476510772,2.429765886,15.30479356,0
115.3046875,0.614358901,3.158026756,21.37875381,0
108.1484375,0.00570058,18.92056856,54.88688165,0
143.96875,-0.159250793,13.07274247,44.2860936,0
120.5390625,-0.582094589,2.390468227,14.42042666,0
121.890625,-0.46126577,1.356187291,11.9889255,0
106.3203125,0.231772593,0.870401338,12.79164496,0
126.6328125,-0.270492342,9.535953177,38.472327,0
138.078125,0.447849983,4.529264214,25.48030218,0
112.15625,-0.246724699,1.565217391,12.22558016,0
116.046875,0.684997617,2.872909699,16.39624014,0
136.3984375,0.152358035,0.769230769,11.10983127,0
139.6953125,0.251979918,5.748327759,24.2900059,0
110.1640625,0.591051739,3.7909699,25.14439475,0
99.0390625,0.550292842,1.224916388,13.33058248,0
118.78125,-0.352892062,3.734949833,18.8592077,0
120.828125,-0.185970298,4.928093645,29.9448464,0
79.4453125,1.625974297,3.244983278,17.58170653,0
99.6875,0.333488722,1.090301003,14.23601372,0
102.7890625,0.436236149,1.518394649,13.34287339,0
120.2265625,-0.342063264,6.131270903,26.38017001,0
121.5703125,0.193190265,1.183110368,11.22917615,0
123.859375,0.695067269,2.050167224,18.11813219,0
119.2421875,-0.845515689,3.486622074,19.3325238,0
101.703125,0.283719729,5.737458194,28.65490032,0
101.0078125,0.527799075,2.153846154,19.59876993,1
124.4296875,-0.252209707,1.824414716,13.02804818,0
118.515625,-0.270005608,1.348662207,13.0949583,0
108.4453125,-0.025589423,1.143812709,13.44489759,0
130.6328125,0.148322174,2.367892977,15.22012747,0
139.1796875,-0.315788005,0.717391304,10.90727405,0
87.8984375,1.151076937,0.642140468,9.127801083,0
148.5703125,-0.030304967,4.475752508,24.34541527,0
120.9609375,-0.086825087,0.97909699,10.16537492,0
107.21875,-0.179348283,141.9122074,86.56406651,0
108.390625,0.040630746,2.601170569,19.33126893,0
90.265625,2.239135368,2.406354515,14.84069565,0
92,1.60787266,6.347826087,26.63665002,0
130.5390625,1.139302741,1.779264214,14.89078764,0
119.9609375,0.187853957,2.119565217,15.78381072,0
136.140625,-0.287276023,1.870401338,14.23926317,0
116.7734375,-0.067660397,1.952341137,17.37974168,0
104.6171875,1.472944353,3.381270903,21.80703878,0
55.9375,13.36883868,58.65133779,71.27619279,1
141.359375,-0.679372625,2.283444816,14.51930189,0
152.765625,-0.038770396,2.380434783,15.08027301,0
146.078125,-0.392008327,5.668896321,25.7642204,0
136.40625,0.131077887,3.277591973,21.50880351,0
94.1484375,0.849658239,2.900501672,18.88003758,0
115.8828125,0.147435484,2.77006689,16.33250264,0
117.6484375,-0.744952263,6.31270903,30.54429656,0
122.5,-0.278256149,1.739130435,17.45253019,0
120.6484375,0.441551555,3.504180602,21.63278547,0
89,1.399016665,2.046822742,12.69218079,0
113.6484375,0.468925597,5.285953177,27.86356217,0
119.1171875,-0.395950212,2.752508361,17.2971459,0
109.0625,0.242398755,4.217391304,23.74349899,0
120.6640625,-0.250123521,21.4506689,55.27321989,0
150.1953125,-0.025672259,1.739966555,15.25853371,0
88.953125,3.19993475,98.50919732,90.32528035,0
97.796875,0.070170177,1.109531773,13.19878413,0
106.1640625,2.071368007,1.843645485,12.96340881,0
107.90625,0.29651005,1.993311037,13.84106954,0
99.015625,0.413004355,2.581939799,21.05616335,0
113.515625,0.936252763,2.315217391,17.2246169,0
52.4140625,11.23645634,6.075250836,28.52613112,1
136.4453125,0.062329563,2.987458194,16.5775973,0
161.546875,0.972516612,1.383779264,15.48828572,0
133.0390625,-0.360076258,14.16722408,47.01695556,0
120.8359375,-0.211351065,3.380434783,19.16169321,0
124.6328125,-0.513267432,5.178093645,28.74872494,0
114.8203125,0.38618057,2.110367893,14.58441669,0
106.1328125,1.611317209,2.535117057,17.56210968,0
61.0234375,8.91126882,60.44230769,75.02874042,1
140.2578125,0.77348455,1.137123746,11.261765,0
112.0703125,-0.171815932,2.569397993,15.63529901,0
125.28125,-0.421985488,4.972408027,24.29311823,0
130.6875,0.22312186,2.877090301,22.32462182,0
57.15625,12.41576581,6.22993311,28.87019398,1
118.1640625,0.039587929,4.824414716,27.02611036,0
130.953125,-0.137756042,2.718227425,17.25904452,0
122.640625,-0.351981486,27.20234114,52.60112918,0
91.40625,1.348749924,3.173076923,18.21208145,0
123.3046875,-0.672392146,39.32943144,78.42141436,0
142.3515625,-0.048554512,3.237458194,24.1185506,0
142.8671875,-0.563544909,3.635451505,19.11379094,0
92.7578125,0.364956785,0.72909699,10.17177827,0
74.0546875,1.952608567,3.183110368,18.22382438,0
140.8125,-0.235825679,2.393812709,14.38928189,0
116.8984375,0.427666127,3.962374582,25.14222598,0
114.8515625,-0.063491353,1.852842809,13.2561622,0
125.9453125,-0.452092769,3.973244147,26.26398566,0
133.703125,-0.591541835,1.940635452,14.25264117,0
105.3359375,1.17205149,1.476588629,15.14402275,0
108.265625,0.06801626,1.859531773,12.46923979,0
111.65625,-0.60092535,2.0409699,13.87802191,0
128.6015625,0.151990354,6.822742475,35.67833371,0
96.484375,0.283296343,7.816053512,32.08623325,0
134.296875,0.973762649,2.010033445,13.46523703,0
126.0078125,-0.535040066,5.040133779,24.57675292,0
105.34375,0.268901974,1.883779264,15.50646767,0
109.3203125,0.032412194,1.678093645,12.54567128,1
103.53125,0.304940799,2.497491639,16.02613335,0
105.8984375,0.080641214,3.214882943,21.27782017,0
109.765625,-0.368529553,4.096153846,22.22347621,0
118.8125,0.00796119,1.623745819,12.63478124,0
111.9453125,-0.435092834,1.906354515,13.53125676,0
51.578125,15.34479939,10.16889632,39.93732426,1
108.0390625,1.821631493,3.899665552,23.72205203,0
124.4609375,-0.242235202,1.014214047,13.97946291,0
117.046875,1.195732793,2.10451505,14.8142325,0
88.5078125,0.817970036,1.703177258,13.14161444,0
93.859375,1.925633824,2.16638796,16.36876177,0
141.2890625,-0.330847535,38.72491639,73.41434443,0
123.65625,-0.391705005,1.617056856,13.25403365,0
130.09375,0.156732641,1.885451505,18.14377978,0
85.28125,2.330002356,14.16471572,41.12454116,0
136.5234375,0.559212057,2.173913043,14.39550707,0
118.09375,1.427340415,2.821070234,16.72789584,0
90.375,0.775012947,1.694816054,14.74390095,0
121.9765625,0.142384177,3.847826087,21.54334327,0
113.09375,0.193492519,2.514214047,15.17106355,0
131.5625,-0.177019058,2.086120401,14.25373652,0
109.6171875,1.075601216,0.650501672,11.55682159,0
130.8203125,-0.3087087,2.722408027,18.07694071,0
139.6015625,-0.147394914,2.72993311,14.55860514,0
118.078125,-0.302446437,3.165551839,16.97921267,0
131.7109375,-0.095621338,4.301839465,25.89356327,0
95.6328125,2.196855376,2.22826087,16.90561752,0
90.9296875,0.943858543,0.581939799,10.79494842,0
155.4609375,1.119860664,1.549331104,11.818658,0
135.609375,-0.359781103,3.37541806,21.43439936,0
58.5625,5.826625538,29.47073579,62.68394987,1
122.8359375,0.036619506,3.252508361,19.25149828,0
111.234375,1.910658738,15.73745819,49.57499607,0
139.34375,1.155568274,4.990802676,27.62770438,0
80.0390625,2.447408267,6.413879599,30.9503882,0
129.8671875,-0.004480726,3.346989967,19.18587567,0
125.8125,-0.576205874,1.488294314,11.37814737,0
117.90625,0.31289228,11.50250836,40.27764213,0
114.5234375,0.469436973,0.873745819,9.879962477,0
42.5546875,13.37784737,76.10953177,69.86918409,1
124.921875,0.478776791,3.164715719,20.6732129,0
142.3203125,-0.736974819,6.277591973,25.24620968,0
93.765625,1.783843426,1.108695652,12.7154302,0
101.046875,0.946434846,3.592809365,20.65626263,0
107.3828125,-0.113903441,2.075250836,15.35317849,0
85.859375,1.931363685,3.668060201,18.31901483,0
120.390625,-0.357913429,26.76588629,63.62689404,0
123.8671875,0.449698432,2.023411371,16.01293751,0
110.1015625,0.134953688,1.884615385,12.61575424,0
118.3984375,0.041928293,11.85535117,48.77758182,0
131.03125,-0.195620428,1.777591973,15.10041195,0
110.6171875,0.585304653,2.461538462,16.19971589,0
128.8828125,-0.32047255,0.971571906,9.668114397,0
138.890625,-0.212770788,1.960702341,15.43296956,0
110.078125,0.093053192,3.413879599,19.38144929,0
98.609375,-0.078603433,3.690635452,19.72616752,0
112.234375,-0.793115693,1.943979933,12.20385811,0
39.375,19.99365681,42.42892977,69.87893831,1
107.3984375,0.21431017,2.539297659,14.88436906,0
113.078125,-0.337782486,3.452341137,18.44589583,0
113.0234375,-0.238392187,6.60451505,34.02858743,0
106.8203125,0.404775474,1.975752508,13.24203227,0
111.0625,0.602521513,1.158862876,14.4404502,0
159.328125,-0.088413471,168.069398,82.06931384,0
125.3203125,-0.438209802,5.54180602,30.05278118,0
102.46875,0.714818084,1.066053512,13.35024024,0
114.125,1.1371707,2.18729097,14.45758549,0
117.953125,0.103494592,1.256688963,15.51539845,0
100.1484375,1.52441022,1.732441472,16.48695596,0
97.4375,0.310155845,2.709866221,16.54497073,0
96.078125,0.194756563,1.489966555,13.82090655,0
130.171875,-0.389750559,1.10367893,11.53912727,0
98.0703125,0.15306253,3.090301003,21.26961514,0
109.7890625,-0.08960456,10.64214047,38.11815854,0
129.109375,-1.322977795,154.8929766,67.13693577,0
38.71875,31.2113446,65.59698997,79.19010903,1
137.7578125,-0.825658758,87.2132107,90.9649526,0
114.96875,-0.334320061,1.269230769,15.23800333,0
109.4296875,0.323566386,0.608695652,9.776125685,0
119.0546875,-0.238969221,2.690635452,18.04086626,0
83.0625,2.46232529,0.964046823,13.6317875,0
127.890625,-0.405367663,2.027591973,13.22692632,0
110.8984375,0.096241076,1.600334448,12.92721326,0
117.1015625,-0.585750817,3.847826087,25.72273542,0
111.6640625,0.466076585,4.18812709,27.17502837,0
109.9765625,0.340106689,4.055183946,18.88626312,0
110.0546875,0.332216599,0.974916388,13.11950626,0
128.7578125,-0.374883913,2.144648829,13.77452133,0
122.8046875,0.298252314,1.423076923,11.74043135,0
150.7890625,-0.16874534,200.5,54.83693523,0
129.375,-0.532189049,0.943143813,11.89615511,0
98.7578125,1.200716497,2.659698997,19.1194209,0
128.34375,0.834374114,6.773411371,32.2657184,0
93.7421875,1.848026758,5.426421405,29.12481107,0
137.828125,-0.238611658,2.273411371,14.48109119,0
128.2890625,-0.051748369,4.651337793,26.96745852,0
134.8828125,-0.035232256,16.50250836,55.56636781,0
106.5625,-0.12939123,93.00334448,93.02720134,0
127.5703125,-0.395729262,3.480769231,24.7504697,1
131.7890625,-0.275467145,3.743311037,22.75722893,0
112.71875,-0.194670933,3.397993311,23.41805172,1
125.6875,-0.538645611,3.986622074,23.02662749,0
119.5234375,0.35264129,1.828595318,12.67406768,0
62.3515625,12.85167811,41.74331104,70.71289043,1
133.3203125,-0.305717836,6.331939799,33.46759052,0
127.5859375,-0.522635889,9.987458194,39.65164798,0
70.984375,3.342902637,6.898829431,30.63443914,1
124.7265625,-0.151494741,0.898829431,9.570490038,0
97.625,0.588864521,2.698160535,17.14613649,0
109.296875,-0.093139171,1.214882943,11.17082975,0
129.90625,-0.17251288,3.319397993,22.72505413,0
137.3828125,-0.621113298,2.676421405,15.58040358,0
9.3359375,32.74425795,88.47909699,52.04029887,1
67.0703125,10.57798028,4.969063545,28.09762388,1
103.734375,0.370658686,2.257525084,13.82489279,0
135.8984375,0.116962866,6.185618729,29.7743014,0
127.859375,-0.384992309,1.867056856,12.69930943,0
130.3359375,0.247590531,1.871237458,12.29181725,0
40.8046875,9.992256215,116.3578595,81.98972546,1
122.1484375,0.144533524,2.594481605,19.91726876,0
32.921875,24.0367114,37.99916388,65.91602415,1
71.8359375,3.81361683,2.822742475,21.74414967,1
117.71875,-0.346978043,3.451505017,19.74829461,0
109.703125,0.123941829,2.60451505,18.52165721,0
107.2109375,0.167519405,1.989966555,12.96005826,0
159.671875,-0.069956681,2.224916388,18.55973132,0
111.109375,-0.107084506,1.628762542,13.86253494,0
133.40625,0.753635958,2.56270903,15.86097356,0
161.4921875,-0.048035446,177.5133779,63.38262257,0
130.5,-0.158658453,2.982441472,19.13712687,0
85.265625,2.637092602,1.586956522,10.99817393,0
85.4765625,1.650050145,1.886287625,15.44773622,0
128.2109375,-0.309684164,0.785117057,11.32603532,0
124.0859375,-0.523367879,2.123745819,13.83646984,0
103.7421875,0.057490889,1.285117057,15.59670917,0
105.34375,-0.70011187,8.41638796,38.68618533,0
50.515625,24.13786255,33.49331104,65.78648794,1
118.7265625,-0.415202246,2.224080268,14.35712525,0
46.2421875,18.24347102,18.81354515,48.79091132,1
148.7578125,0.200557529,2.555183946,18.46553687,0
76.1328125,2.256293755,1.389632107,15.89004946,0
122.8984375,0.720035616,1.08361204,13.85446449,0
110.734375,-0.342738007,5.555183946,31.29174613,0
106.71875,2.038927698,1.801003344,13.88837002,0
116.1015625,0.386706583,1.040133779,11.01542221,0
132.1484375,0.406906979,2.16638796,15.8750843,0
126.625,-0.303218137,0.534280936,8.588881866,0
84.28125,1.783457469,2.753344482,18.54345517,0
147.15625,0.350294384,3.943143813,20.58866408,0
48.09375,9.862980618,25.33862876,58.64148953,1
119.125,-0.258376181,2.510869565,20.0270899,0
122.8984375,-0.415331192,3.852842809,23.33377309,0
139.1640625,-0.133645951,3.295150502,22.56278516,0
84.453125,1.906319437,6.025919732,29.8443313,0
129.9296875,-0.244044358,1.986622074,14.89909724,0
132.359375,0.343309841,2.463210702,16.22828833,0
126.609375,-0.481481775,3.408026756,20.56600604,0
108.109375,-0.251939162,5.933946488,29.09418137,0
94.6953125,0.153277345,3.459866221,24.04283165,1
111.5390625,3.121111336,2.204013378,13.06934875,0
166.2421875,0.576726895,190.2382943,68.16085567,0
118.2109375,1.013351795,2.238294314,13.09698471,0
123.5546875,-0.500010301,15.07107023,42.64607945,0
111.25,0.011762757,1.659698997,15.61419519,0
112.984375,-0.25151379,2.174749164,13.50301829,0
29.6875,24.86430553,38.55434783,59.37636791,1
138.1640625,0.680564538,15.24080268,46.67786719,0
143.7890625,0.315830564,1.336120401,14.51129417,0
119.7890625,-0.160630607,7.070234114,35.23098767,0
150.484375,-0.304182922,89.55602007,97.68279857,0
108.875,0.429777215,2.245819398,14.57507749,0
147.390625,0.241721583,2.954849498,18.6193062,0
132.125,-0.490855991,5.016722408,25.90727719,0
153.3359375,-0.544747975,0.830267559,9.063900996,0
101.7265625,0.020867519,1.123745819,11.16528624,0
55.1875,8.562220145,32.5083612,59.49815851,1
86.9453125,1.560608612,4.288461538,25.35130232,0
89.0546875,2.06601089,2.341137124,19.03031414,0
85.578125,3.205262034,1.83277592,14.83472366,1
120.3203125,-0.141097048,2.913043478,21.40708625,0
